"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"FF","2020-08-31","99.0","-1.23","5.47","Jacob deGrom",643265,594798,"field_out","hit_into_play",,,,,"11","Garrett Cooper grounds out, shortstop Amed Rosario to first baseman Pete Alonso.  ","R","R","R","NYM","MIA","X",6,"ground_ball",1,2,2020,"-0.35","1.44","-0.88","2.78","null","null","null",1,1,"Top","111.60","160.47",,,"467092",,"null",1.8095344668464914,-144.06676804473554,-5.295200372529147,-5.3660645042804545,36.61788739622099,-11.156034891227975,"3.58","1.68","19","82.1","-7","100.0","2510","7.1",631223,594798,"467092","624413","643446","641645","642708","642086","545350","607043","53.45","0.150","0.135","0.00",1,0,0,2,2,"4","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2020-08-31","99.3","-1.27","5.48","Jacob deGrom",643265,594798,"null","swinging_strike",,,,,"6","null","R","R","R","NYM","MIA","S","null","null",1,1,2020,"-0.35","1.45","0.66","2.92","null","null","null",1,1,"Top","null","null",,,"467092",,"null",6.184672589901277,-144.45983678201867,-4.996092166263137,-6.486697745474785,36.39183827357048,-10.970791056870215,"3.58","1.68","null","null","null","100.1","2516","6.9",631223,594798,"467092","624413","643446","641645","642708","642086","545350","607043","53.59","null","null","null","null","null","null","null",2,"3","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2020-08-31","98.8","-1.28","5.47","Jacob deGrom",643265,594798,"null","called_strike",,,,,"14","null","R","R","R","NYM","MIA","S","null","null",1,0,2020,"-0.42","1.38","1.03","2.69","null","null","null",1,1,"Top","null","null",,,"467092",,"null",7.3498138469261,-143.56669200292825,-5.333585770886524,-7.651298013325358,36.502264986936,-12.129185361702422,"3.84","1.81","null","null","null","99.3","2429","6.9",631223,594798,"467092","624413","643446","641645","642708","642086","545350","607043","53.61","null","null","null","null","null","null","null",2,"2","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2020-08-31","98.2","-1.22","5.43","Jacob deGrom",643265,594798,"null","ball",,,,,"14","null","R","R","R","NYM","MIA","B","null","null",0,0,2020,"-0.38","1.44","1.23","1.94","null","null","null",1,1,"Top","null","null",,,"467092",,"null",7.584724521178316,-142.68881755586116,-7.354355365502936,-6.989106044063004,35.37060760137313,-10.946082241967954,"3.66","1.69","null","null","null","99.0","2464","7.0",631223,594798,"467092","624413","643446","641645","642708","642086","545350","607043","53.50","null","null","null","null","null","null","null",2,"1","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2020-08-31","97.9","-1.23","5.43","Jacob deGrom",572816,594798,"field_out","hit_into_play",,,,,"14","Corey Dickerson flies out to center fielder Jake Marisnick.  ","R","L","R","NYM","MIA","X",8,"fly_ball",0,0,2020,"-0.44","1.40","1.03","1.60","null","null","null",0,1,"Top","111.60","85.79",,,"467092",,"null",7.259010472644326,-142.2656124285896,-8.227882004774534,-7.602220904212539,31.541291186807516,-11.371928848669564,"3.39","1.55","324","87.1","35","99.6","2508","7.2",631223,594798,"467092","624413","643446","641645","642708","642086","545350","607043","53.27","0.000","0.000","0.00",1,0,0,3,1,"1","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2020-08-26","97.1","-1.13","5.35","Jacob deGrom",650331,594798,"field_out","hit_into_play",,,,,"1","Lewin Diaz grounds out sharply, first baseman Pete Alonso to pitcher Jacob deGrom.  ","R","L","R","NYM","MIA","X",3,"ground_ball",3,0,2020,"-0.50","1.23","-0.59","3.47","null","null","null",2,7,"Top","145.45","172.54",,,"467092",,"null",2.6656225659701467,-141.5060960180318,-2.414637330721483,-7.25479755550287,30.380140659611662,-15.265285766036403,"3.55","1.63","41","101.3","-3","100.3","2491","7.8",631226,594798,"467092","624413","643446","605204","642708","642086","607043","624424","52.66","0.407","0.366","0.00",1,0,0,2,52,"4","4-Seam Fastball",4,1,1,4,1,4,1,4,"Standard","Standard"
"SL","2020-08-26","92.1","-1.15","5.38","Jacob deGrom",650331,594798,"null","ball",,,,,"14","null","R","L","R","NYM","MIA","B","null","null",2,0,2020,"0.07","0.50","0.58","1.34","null","null","null",2,7,"Top","null","null",,,"467092",,"null",4.3195865245788125,-134.01954558688158,-5.596467186221972,-0.04312599952522959,27.204895222410375,-25.2245559804028,"3.40","1.55","null","null","null","93.5","2563","7.0",631226,594798,"467092","624413","643446","605204","642708","642086","607043","624424","53.50","null","null","null","null","null","null","null",52,"3","Slider",4,1,1,4,1,4,1,4,"Standard","Standard"
"FF","2020-08-26","98.2","-1.18","5.38","Jacob deGrom",650331,594798,"null","ball",,,,,"11","null","R","L","R","NYM","MIA","B","null","null",1,0,2020,"-0.55","1.34","-1.32","3.12","null","null","null",2,7,"Top","null","null",,,"467092",,"null",0.880876957489978,-142.9915513997225,-3.805097150370161,-7.705468968389727,33.04906032268536,-13.111499467724197,"3.48","1.73","null","null","null","99.7","2500","7.1",631226,594798,"467092","624413","643446","605204","642708","642086","607043","624424","53.42","null","null","null","null","null","null","null",52,"2","4-Seam Fastball",4,1,1,4,1,4,1,4,"Standard","Standard"
"FF","2020-08-26","98.8","-1.07","5.39","Jacob deGrom",650331,594798,"null","ball",,,,,"11","null","R","L","R","NYM","MIA","B","null","null",0,0,2020,"-0.67","1.28","-0.95","2.94","null","null","null",2,7,"Top","null","null",,,"467092",,"null",1.9201618814284727,-143.84851360789875,-4.276550919626137,-9.724628250393796,32.75537383967227,-13.585509654720378,"3.30","1.61","null","null","null","100.2","2463","7.0",631226,594798,"467092","624413","643446","605204","642708","642086","607043","624424","53.53","null","null","null","null","null","null","null",52,"1","4-Seam Fastball",4,1,1,4,1,4,1,4,"Standard","Standard"
"FF","2020-08-26","98.0","-1.05","5.38","Jacob deGrom",605119,594798,"strikeout","called_strike",,,,,"9","Brian Anderson called out on strikes.  ","R","R","R","NYM","MIA","S",2,"null",3,2,2020,"-0.59","1.37","0.77","1.78","null","null","null",1,7,"Top","null","null",,,"467092",,"null",6.2182172413564105,-142.59256759405523,-7.391591881915877,-9.418976595676092,30.86756322055432,-11.933861610200129,"3.27","1.51","null","null","null","97.5","2437","5.9",631226,594798,"467092","624413","643446","605204","642708","642086","607043","624424","54.63","null","null","0.00",1,0,0,"null",51,"6","4-Seam Fastball",4,1,1,4,1,4,1,4,"Standard","Standard"
"SL","2020-08-26","91.6","-1.18","5.40","Jacob deGrom",605119,594798,"null","swinging_strike",,,,,"9","null","R","R","R","NYM","MIA","S","null","null",3,1,2020,"0.00","0.49","0.74","1.78","null","null","null",1,7,"Top","null","null",,,"467092",,"null",4.955793286551651,-133.30957918119825,-4.383398860811034,-1.1401462883066633,29.533826527891982,-25.562515123003074,"3.44","1.60","null","null","null","93.0","2589","7.2",631226,594798,"467092","624413","643446","605204","642708","642086","607043","624424","53.31","null","null","null","null","null","null","null",51,"5","Slider",4,1,1,4,1,4,1,4,"Strategic","Standard"
"SL","2020-08-26","91.8","-1.13","5.35","Jacob deGrom",605119,594798,"null","ball",,,,,"14","null","R","R","R","NYM","MIA","B","null","null",2,1,2020,"-0.05","0.50","1.33","1.02","null","null","null",1,7,"Top","null","null",,,"467092",,"null",6.418052504961564,-133.56830760941068,-6.250858499959535,-1.9650622111037905,28.427972661120737,-25.066681194152793,"3.26","1.42","null","null","null","92.9","2637","6.9",631226,594798,"467092","624413","643446","605204","642708","642086","607043","624424","53.56","null","null","null","null","null","null","null",51,"4","Slider",4,1,1,4,1,4,1,4,"Strategic","Standard"
"SL","2020-08-26","91.2","-1.24","5.44","Jacob deGrom",605119,594798,"null","swinging_strike",,,,,"9","null","R","R","R","NYM","MIA","S","null","null",2,0,2020,"0.02","0.42","0.68","1.79","null","null","null",1,7,"Top","null","null",,,"467092",,"null",4.8689247779100455,-132.70499539484342,-4.256559060290283,-0.7794187965382691,27.764642252079266,-26.534946088738746,"3.44","1.60","null","null","null","92.7","2738","7.1",631226,594798,"467092","624413","643446","605204","642708","642086","607043","624424","53.36","null","null","null","null","null","null","null",51,"3","Slider",4,1,1,4,1,4,1,4,"Standard","Standard"
"SL","2020-08-26","92.5","-1.03","5.39","Jacob deGrom",605119,594798,"null","ball",,,,,"14","null","R","R","R","NYM","MIA","B","null","null",1,0,2020,"-0.01","0.47","1.18","1.40","null","null","null",1,7,"Top","null","null",,,"467092",,"null",5.7888452262226355,-134.56043762860955,-5.513401085997318,-1.3343285126359035,28.21568169461991,-25.500355762599547,"3.24","1.48","null","null","null","94.3","2553","7.3",631226,594798,"467092","624413","643446","605204","642708","642086","607043","624424","53.20","null","null","null","null","null","null","null",51,"2","Slider",4,1,1,4,1,4,1,4,"Standard","Standard"
"SL","2020-08-26","93.4","-1.02","5.38","Jacob deGrom",605119,594798,"null","ball",,,,,"14","null","R","R","R","NYM","MIA","B","null","null",0,0,2020,"0.03","0.45","1.14","0.97","null","null","null",1,7,"Top","null","null",,,"467092",,"null",5.611884259434489,-135.91997151077052,-6.738002037828759,-0.8360611156558838,28.30558479502681,-25.34386610845823,"3.29","1.56","null","null","null","95.3","2501","7.3",631226,594798,"467092","624413","643446","605204","642708","642086","607043","624424","53.21","null","null","null","null","null","null","null",51,"1","Slider",4,1,1,4,1,4,1,4,"Standard","Standard"
"FF","2020-08-26","98.1","-1.02","5.38","Jacob deGrom",572816,594798,"strikeout","swinging_strike",,,,,"12","Corey Dickerson strikes out swinging.  ","R","L","R","NYM","MIA","S",2,"null",1,2,2020,"-0.54","1.40","0.62","3.94","null","null","null",0,7,"Top","null","null",,,"467092",,"null",5.779387089291948,-142.77902471281567,-1.7196615137480409,-8.73350722631558,31.189810424250023,-12.801315553883237,"3.38","1.55","null","null","null","99.7","2515","7.0",631226,594798,"467092","624413","643446","605204","642708","642086","607043","624424","53.48","null","null","0.00",1,0,0,"null",50,"4","4-Seam Fastball",4,1,1,4,1,4,1,4,"Standard","Standard"
"FF","2020-08-26","97.4","-1.17","5.44","Jacob deGrom",572816,594798,"null","foul",,,,,"6","null","R","L","R","NYM","MIA","S","null","null",1,1,2020,"-0.48","1.29","0.33","2.28","null","null","null",0,7,"Top","null","null",,,"467092",,"null",5.071284126681813,-141.6775828205494,-5.877403625785828,-7.618055333429253,31.835206647449443,-13.688377407277061,"3.38","1.55","246","77.0","39","96.5","2530","5.7",631226,594798,"467092","624413","643446","605204","642708","642086","607043","624424","54.76","null","null","null","null","null","null","null",50,"3","4-Seam Fastball",4,1,1,4,1,4,1,4,"Standard","Standard"
"SL","2020-08-26","90.9","-1.18","5.35","Jacob deGrom",572816,594798,"null","ball",,,,,"8","null","R","L","R","NYM","MIA","B","null","null",0,1,2020,"0.40","0.64","0.25","1.45","null","null","null",0,7,"Top","null","null",,,"467092",,"null",2.759132750648709,-132.44871007218046,-5.411791397278508,4.295330459826919,24.57133863184002,-23.74208432335089,"3.16","1.40","null","null","null","93.1","1908","7.2",631226,594798,"467092","624413","643446","605204","642708","642086","607043","624424","53.26","null","null","null","null","null","null","null",50,"2","Slider",4,1,1,4,1,4,1,4,"Standard","Standard"
"FF","2020-08-26","97.5","-1.17","5.43","Jacob deGrom",572816,594798,"null","called_strike",,,,,"13","null","R","L","R","NYM","MIA","S","null","null",0,0,2020,"-0.70","1.38","-0.92","2.12","null","null","null",0,7,"Top","null","null",,,"467092",,"null",2.2905972424497043,-141.92994250899648,-6.680762718274967,-9.970763354251838,30.812175074796677,-12.134927377876048,"3.21","1.37","null","null","null","98.8","2478","6.9",631226,594798,"467092","624413","643446","605204","642708","642086","607043","624424","53.61","null","null","null","null","null","null","null",50,"1","4-Seam Fastball",4,1,1,4,1,4,1,4,"Standard","Standard"
"FF","2020-08-26","98.2","-0.93","5.45","Jacob deGrom",542583,594798,"strikeout","swinging_strike",,,,,"12","Jesus Aguilar strikes out swinging.  ","R","R","R","NYM","MIA","S",2,"null",0,2,2020,"-0.51","1.41","0.10","4.28","null","null","null",2,6,"Top","null","null",,,"467092",,"null",4.027664098222803,-142.9874332727098,-0.9913649525222161,-7.891153730881965,31.653592355554075,-12.779790282221501,"3.55","1.73","null","null","null","100.1","2554","7.2",631226,594798,"467092","624413","643446","605204","642708","642086","607043","624424","53.28","null","null","0.00",1,0,0,"null",46,"3","4-Seam Fastball",4,1,1,4,1,4,1,4,"Standard","Standard"
"FF","2020-08-26","97.7","-1.10","5.36","Jacob deGrom",542583,594798,"null","foul",,,,,"11","null","R","R","R","NYM","MIA","S","null","null",0,1,2020,"-0.66","1.29","-0.07","3.70","null","null","null",2,6,"Top","null","null",,,"467092",,"null",4.250660190637598,-142.34327719811859,-1.9622588745837946,-9.952526035701561,31.6138084918684,-14.332448368986629,"3.55","1.73","215","78.0","54","97.0","2534","5.8",631226,594798,"467092","624413","643446","605204","642708","642086","607043","624424","54.74","null","null","null","null","null","null","null",46,"2","4-Seam Fastball",4,1,1,4,1,4,1,4,"Standard","Standard"
"SL","2020-08-26","92.1","-1.11","5.38","Jacob deGrom",542583,594798,"null","swinging_strike",,,,,"9","null","R","R","R","NYM","MIA","S","null","null",0,0,2020,"0.18","0.48","0.50","2.07","null","null","null",2,6,"Top","null","null",,,"467092",,"null",3.7619019217914462,-134.2229615580388,-3.741980490532449,1.4208422551063025,26.066830539306878,-25.756347802379548,"3.55","1.73","null","null","null","93.7","2455","6.9",631226,594798,"467092","624413","643446","605204","642708","642086","607043","624424","53.56","null","null","null","null","null","null","null",46,"1","Slider",4,1,1,4,1,4,1,4,"Standard","Standard"
"CH","2020-08-26","90.6","-0.93","5.39","Jacob deGrom",459964,594798,"strikeout","swinging_strike",,,,,"13","Matt Joyce strikes out swinging.  ","R","L","R","NYM","MIA","S",2,"null",1,2,2020,"-1.37","-0.07","-0.09","1.22","null","null","null",1,6,"Top","null","null",,,"467092",,"null",5.109039531598695,-131.894525878565,-4.465205840266533,-17.089823956486065,26.364767662157618,-32.23941495160773,"3.10","1.54","null","null","null","92.2","1610","7.1",631226,594798,"467092","624413","643446","605204","642708","642086","607043","624424","53.38","null","null","0.00",1,0,0,"null",45,"4","Changeup",4,1,1,4,1,4,1,4,"Infield shift","Standard"
"CH","2020-08-26","88.9","-1.00","5.37","Jacob deGrom",459964,594798,"null","ball",,,,,"14","null","R","L","R","NYM","MIA","B","null","null",0,2,2020,"-1.25","-0.09","0.67","1.11","null","null","null",1,6,"Top","null","null",,,"467092",,"null",6.824887451908094,-129.39880045186328,-4.354111078253206,-15.423023385909625,24.56951949851071,-32.504814371739656,"3.03","1.44","null","null","null","90.8","1622","7.2",631226,594798,"467092","624413","643446","605204","642708","642086","607043","624424","53.29","null","null","null","null","null","null","null",45,"3","Changeup",4,1,1,4,1,4,1,4,"Infield shift","Standard"
"CH","2020-08-26","89.5","-1.04","5.47","Jacob deGrom",459964,594798,"null","swinging_strike",,,,,"13","null","R","L","R","NYM","MIA","S","null","null",0,1,2020,"-1.32","0.16","-1.09","1.99","null","null","null",1,6,"Top","null","null",,,"467092",,"null",2.712105656627571,-130.4255149304276,-3.0035888627426783,-15.716207482717024,26.335221353160815,-29.944812288626537,"3.10","1.54","null","null","null","91.2","1508","7.1",631226,594798,"467092","624413","643446","605204","642708","642086","607043","624424","53.37","null","null","null","null","null","null","null",45,"2","Changeup",4,1,1,4,1,4,1,4,"Infield shift","Standard"
"CH","2020-08-26","91.0","-0.91","5.44","Jacob deGrom",459964,594798,"null","missed_bunt",,,,,"14","null","R","L","R","NYM","MIA","S","null","null",0,0,2020,"-1.40","0.27","0.43","1.39","null","null","null",1,6,"Top","null","null",,,"467092",,"null",6.434211062201325,-132.35851818265115,-4.940878514820434,-17.796280851380843,25.787321798135597,-28.228886675898348,"3.10","1.54","null","null","null","92.4","1497","6.9",631226,594798,"467092","624413","643446","605204","642708","642086","607043","624424","53.57","null","null","null","null","null","null","null",45,"1","Changeup",4,1,1,4,1,4,1,4,"Infield shift","Standard"
"FF","2020-08-26","97.7","-0.91","5.43","Jacob deGrom",542932,594798,"strikeout","swinging_strike",,,,,"12","Jon Berti strikes out swinging.  ","R","R","R","NYM","MIA","S",2,"null",3,2,2020,"-0.39","1.45","0.94","3.48","null","null","null",0,6,"Top","null","null",,,"467092",,"null",5.943353734100858,-142.30446506845544,-3.1835832858023654,-6.521317587711034,29.403885418324514,-11.873698015922988,"3.21","1.49","null","null","null","99.3","2485","6.9",631226,594798,"467092","624413","643446","605204","642708","642086","607043","624424","53.60","null","null","0.00",1,0,0,"null",44,"6","4-Seam Fastball",4,1,1,4,1,4,1,4,"Standard","Standard"
"FF","2020-08-26","97.9","-0.98","5.43","Jacob deGrom",542932,594798,"null","ball",,,,,"12","null","R","R","R","NYM","MIA","B","null","null",2,2,2020,"-0.62","1.37","1.22","3.12","null","null","null",0,6,"Top","null","null",,,"467092",,"null",7.498305372199582,-142.47940228524848,-4.0356146909386625,-10.013670802791994,29.676589342169994,-12.665712579456896,"3.14","1.42","null","null","null","99.9","2515","7.2",631226,594798,"467092","624413","643446","605204","642708","642086","607043","624424","53.35","null","null","null","null","null","null","null",44,"5","4-Seam Fastball",4,1,1,4,1,4,1,4,"Standard","Standard"
"FF","2020-08-26","96.7","-1.14","5.32","Jacob deGrom",542932,594798,"null","foul",,,,,"5","null","R","R","R","NYM","MIA","S","null","null",2,1,2020,"-0.62","1.35","-0.03","2.33","null","null","null",0,6,"Top","null","null",,,"467092",,"null",4.4523137155821075,-140.73521927745222,-5.606883970452598,-9.212743238100193,30.40788159978491,-13.149207411906083,"3.21","1.49","185","76.9","61","98.8","2575","7.4",631226,594798,"467092","624413","643446","605204","642708","642086","607043","624424","53.13","null","null","null","null","null","null","null",44,"4","4-Seam Fastball",4,1,1,4,1,4,1,4,"Standard","Standard"
"SL","2020-08-26","89.3","-1.15","5.49","Jacob deGrom",542932,594798,"null","called_strike",,,,,"5","null","R","R","R","NYM","MIA","S","null","null",2,0,2020,"0.13","0.72","-0.02","2.20","null","null","null",0,6,"Top","null","null",,,"467092",,"null",2.5264499700841,-130.087685765301,-3.6741976250556085,0.9796554371091962,24.80824301326783,-23.487013155055045,"3.10","1.44","null","null","null","89.9","2646","6.4",631226,594798,"467092","624413","643446","605204","642708","642086","607043","624424","54.10","null","null","null","null","null","null","null",44,"3","Slider",4,1,1,4,1,4,1,4,"Standard","Standard"
"FF","2020-08-26","95.8","-1.25","5.46","Jacob deGrom",542932,594798,"null","ball",,,,,"11","null","R","R","R","NYM","MIA","B","null","null",1,0,2020,"-0.39","1.39","-0.10","4.48","null","null","null",0,6,"Top","null","null",,,"467092",,"null",3.9655343569862707,-139.52626370613524,-0.125208757313076,-6.000745552738275,31.192541406030838,-14.2518903229143,"3.13","1.47","null","null","null","97.0","2539","6.9",631226,594798,"467092","624413","643446","605204","642708","642086","607043","624424","53.61","null","null","null","null","null","null","null",44,"2","4-Seam Fastball",4,1,1,4,1,4,1,4,"Standard","Standard"
"SL","2020-08-26","90.0","-1.14","5.53","Jacob deGrom",542932,594798,"null","ball",,,,,"14","null","R","R","R","NYM","MIA","B","null","null",0,0,2020,"0.11","0.59","2.01","1.67","null","null","null",0,6,"Top","null","null",,,"467092",,"null",7.670931252517196,-130.8775318719651,-4.941619339894618,-0.2013303758491395,25.68087247904815,-24.557967036797812,"3.11","1.45","null","null","null","91.6","2580","7.1",631226,594798,"467092","624413","643446","605204","642708","642086","607043","624424","53.37","null","null","null","null","null","null","null",44,"1","Slider",4,1,1,4,1,4,1,4,"Standard","Standard"
"SL","2020-08-26","91.0","-1.08","5.47","Jacob deGrom",500743,594798,"field_out","hit_into_play",,,,,"6","Miguel Rojas pops out to first baseman Pete Alonso in foul territory.  ","R","R","R","NYM","MIA","X",3,"popup",1,0,2020,"0.31","0.45","0.71","2.48","null","null",650331,2,5,"Top","159.07","176.99",,,"467092",,"null",3.8767358112648185,-132.64631383443003,-2.6802516429097953,2.9684038899137604,24.80102366255934,-26.476697664890647,"3.34","1.61","98","71.9","70","93.0","2571","7.1",631226,594798,"467092","624413","643446","605204","642708","642086","607043","624424","53.42","0.000","0.000","0.00",1,0,0,3,36,"2","Slider",2,1,1,2,1,2,1,2,"Standard","Standard"
"FF","2020-08-26","96.8","-1.08","5.39","Jacob deGrom",500743,594798,"null","ball",,,,,"12","null","R","R","R","NYM","MIA","B","null","null",0,0,2020,"-0.51","1.31","0.50","3.71","null","null",650331,2,5,"Top","null","null",,,"467092",,"null",5.5075135649998055,-140.9535621641842,-1.9865388942802675,-8.099568280256763,31.681278803837895,-14.419313316261396,"3.23","1.58","null","null","null","98.5","2437","7.2",631226,594798,"467092","624413","643446","605204","642708","642086","607043","624424","53.33","null","null","null","null","null","null","null",36,"1","4-Seam Fastball",2,1,1,2,1,2,1,2,"Standard","Standard"
"SL","2020-08-26","92.2","-1.12","5.40","Jacob deGrom",542340,594798,"strikeout","called_strike",,,,,"8","Jonathan Villar called out on strikes.  ","R","L","R","NYM","MIA","S",2,"null",0,2,2020,"0.34","0.54","-0.20","1.88","null","null",650331,1,5,"Top","null","null",,,"467092",,"null",1.601188502219252,-134.45548530099302,-4.432789992569324,3.8685539498598205,25.498506650860538,-24.945990425168247,"3.32","1.58","null","null","null","93.8","2491","6.9",631226,594798,"467092","624413","643446","605204","642708","642086","607043","624424","53.65","null","null","0.00",1,0,0,"null",35,"4","Slider",2,1,1,2,1,2,1,2,"Standard","Standard"
"FF","2020-08-26","99.1","-1.03","5.47","Jacob deGrom",542340,594798,"null","foul",,,,,"5","null","R","L","R","NYM","MIA","S","null","null",0,2,2020,"-0.61","1.56","-0.05","2.55","null","null",650331,1,5,"Top","null","null",,,"467092",,"null",4.174044891824432,-144.1171977332453,-6.27302951468533,-9.460457551356297,34.96138836326994,-9.172549048263022,"3.41","1.67","286","81.8","35","100.2","2499","7.0",631226,594798,"467092","624413","643446","605204","642708","642086","607043","624424","53.46","null","null","null","null","null","null","null",35,"3","4-Seam Fastball",2,1,1,2,1,2,1,2,"Standard","Standard"
"FF","2020-08-26","98.7","-1.04","5.43","Jacob deGrom",542340,594798,"null","foul",,,,,"6","null","R","L","R","NYM","MIA","S","null","null",0,1,2020,"-0.48","1.51","0.51","2.81","null","null",650331,1,5,"Top","null","null",,,"467092",,"null",5.379072302808585,-143.6198133337017,-5.257033519128246,-7.841028624480561,32.71279833737007,-10.18614729475381,"3.41","1.67","null","null","null","99.8","2542","6.9",631226,594798,"467092","624413","643446","605204","642708","642086","607043","624424","53.64","null","null","null","null","null","null","null",35,"2","4-Seam Fastball",2,1,1,2,1,2,1,2,"Standard","Standard"
"SL","2020-08-26","91.9","-0.99","5.53","Jacob deGrom",542340,594798,"null","swinging_strike",,,,,"14","null","R","L","R","NYM","MIA","S","null","null",0,0,2020,"0.06","0.48","0.91","2.01","null","null",650331,1,5,"Top","null","null",,,"467092",,"null",4.63004804555572,-133.77523063653206,-4.106605530028299,-0.2604763981037489,28.055379322147708,-25.76962647804907,"3.41","1.67","null","null","null","91.1","2481","5.7",631226,594798,"467092","624413","643446","605204","642708","642086","607043","624424","54.79","null","null","null","null","null","null","null",35,"1","Slider",2,1,1,2,1,2,1,2,"Standard","Standard"
"FF","2020-08-26","98.9","-1.02","5.43","Jacob deGrom",595751,594798,"strikeout","swinging_strike",,,,,"3","Jorge Alfaro strikes out swinging.  ","R","R","R","NYM","MIA","S",2,"null",1,2,2020,"-0.66","1.54","0.80","3.00","null","null",650331,0,5,"Top","null","null",,,"467092",,"null",6.587682246560546,-143.82446337995324,-4.845002504027038,-10.65679388784044,32.464545584627004,-9.854519610726353,"3.49","1.60","null","null","null","100.2","2508","7.0",631226,594798,"467092","624413","643446","605204","642708","642086","607043","624424","53.52","null","null","0.00",1,0,0,"null",34,"4","4-Seam Fastball",2,1,1,2,1,2,1,2,"Standard","Standard"
"FF","2020-08-26","97.9","-0.95","5.46","Jacob deGrom",595751,594798,"null","foul",,,,,"6","null","R","R","R","NYM","MIA","S","null","null",1,1,2020,"-0.63","1.37","0.50","2.73","null","null",650331,0,5,"Top","null","null",,,"467092",,"null",5.415375096418463,-142.52104730698693,-5.135213373132796,-9.786455211767791,31.91832369867579,-12.458743301124583,"3.49","1.60","null","null","null","99.2","2335","6.9",631226,594798,"467092","624413","643446","605204","642708","642086","607043","624424","53.56","null","null","null","null","null","null","null",34,"3","4-Seam Fastball",2,1,1,2,1,2,1,2,"Standard","Standard"
"FF","2020-08-26","98.1","-1.09","5.44","Jacob deGrom",595751,594798,"null","swinging_strike",,,,,"11","null","R","R","R","NYM","MIA","S","null","null",1,0,2020,"-0.60","1.38","-0.31","3.61","null","null",650331,0,5,"Top","null","null",,,"467092",,"null",3.539307355537107,-142.8389898972401,-2.70559889466798,-9.001203643125768,32.76229042484297,-12.818218910784744,"3.49","1.60","null","null","null","99.4","2407","6.9",631226,594798,"467092","624413","643446","605204","642708","642086","607043","624424","53.55","null","null","null","null","null","null","null",34,"2","4-Seam Fastball",2,1,1,2,1,2,1,2,"Standard","Standard"
"FF","2020-08-26","96.7","-1.06","5.42","Jacob deGrom",595751,594798,"null","ball",,,,,"12","null","R","R","R","NYM","MIA","B","null","null",0,0,2020,"-0.44","1.43","1.17","3.27","null","null",650331,0,5,"Top","null","null",,,"467092",,"null",7.056351889560197,-140.66794106285087,-3.501930592553857,-7.4182608589561365,31.220601510791138,-12.513081526164921,"3.35","1.49","null","null","null","98.2","2416","7.1",631226,594798,"467092","624413","643446","605204","642708","642086","607043","624424","53.43","null","null","null","null","null","null","null",34,"1","4-Seam Fastball",2,1,1,2,1,2,1,2,"Standard","Standard"
"SL","2020-08-26","92.1","-1.06","5.53","Jacob deGrom",650331,594798,"single","hit_into_play_no_out",,,,,"9","Lewin Diaz singles on a line drive to right fielder Michael Conforto.  ","R","L","R","NYM","MIA","X",9,"line_drive",1,0,2020,"0.20","0.58","0.76","2.22","null","null","null",0,5,"Top","188.37","130.37",,,"467092",,"null",4.2344248480763085,-134.16917797842214,-3.9456104952196878,1.6629354826245344,25.056142599786895,-24.569900379124714,"3.55","1.63","222","77.2","23","93.8","2561","6.9",631226,594798,"467092","624413","643446","605204","642708","642086","607043","624424","53.58","0.843","0.759","0.90",1,1,0,4,33,"2","Slider",2,1,1,2,1,2,1,2,"Standard","Standard"
"FF","2020-08-26","96.2","-1.26","5.48","Jacob deGrom",650331,594798,"null","ball",,,,,"11","null","R","L","R","NYM","MIA","B","null","null",0,0,2020,"-0.60","1.38","-1.63","3.51","null","null","null",0,5,"Top","null","null",,,"467092",,"null",0.3887687674459939,-140.16533039913702,-2.860342771530122,-7.998362666412548,29.96293679197196,-13.512575144088355,"3.45","1.69","null","null","null","97.8","2483","7.0",631226,594798,"467092","624413","643446","605204","642708","642086","607043","624424","53.51","null","null","null","null","null","null","null",33,"1","4-Seam Fastball",2,1,1,2,1,2,1,2,"Standard","Standard"
